68
1.65745	0.338717	0.0774981
0.408214	0.473848	0.0919586
0.241479	1.72167	0.0805006
0.541088	1.2717	0.0972183
1.89469	1.71051	0.0728885
0.927653	1.32457	0.0904127
1.47928	0.688194	0.0693025
0.826793	1.62132	0.0841813
1.48146	1.76684	0.0622897
0.367644	0.0827783	0.076109
1.2401	1.42158	0.0838809
1.80358	1.32326	0.0674731
0.358418	1.86458	0.0743628
0.272391	1.12388	0.0500924
1.641	1.31921	0.0865803
0.723328	0.333269	0.089681
1.64183	1.10525	0.0639114
1.17821	0.638632	0.0894399
1.88146	0.244217	0.0973916
0.733822	1.14855	0.0628195
1.54086	0.846984	0.0548563
1.08231	0.231887	0.0892594
0.187557	1.28051	0.0979162
1.0679	1.6447	0.0701979
0.684762	1.6809	0.0569836
0.656962	1.44805	0.0897937
0.562252	1.76619	0.0628529
0.923529	0.85053	0.0973755
1.34681	0.114142	0.0917446
0.886569	0.092622	0.0911297
1.7435	0.870574	0.0852712
1.38039	0.92299	0.0755184
1.80803	1.53344	0.0853099
0.620006	0.587306	0.0635625
1.0137	0.580818	0.0585698
1.6662	1.71723	0.0527481
0.559174	0.86364	0.0816679
0.916311	1.86222	0.0604891
1.27468	0.511395	0.0657788
0.510485	1.57055	0.0930857
0.924283	0.448316	0.0859025
0.284962	1.0031	0.0590774
0.198505	0.68947	0.0861897
1.24448	0.833807	0.0852683
0.731111	0.758517	0.0512394
1.82032	0.71512	0.0814745
1.20398	1.02933	0.0660833
1.24635	1.157	0.0626494
1.32835	0.328465	0.0710701
1.38744	1.59061	0.0545146
0.809288	0.578297	0.0727579
0.0946258	0.492273	0.0902868
0.292038	0.309701	0.0756712
1.50663	1.47094	0.0568522
1.01685	1.15142	0.0586846
1.53801	0.0927614	0.0716291
1.4278	1.19504	0.079479
1.67915	0.136242	0.0581995
1.66168	1.85426	0.0704198
1.32313	1.79446	0.0778652
0.536728	1.06212	0.0614239
1.39543	1.05401	0.0502657
1.13193	1.80644	0.0726596
0.388998	0.854481	0.0877562
0.698478	1.02022	0.0698611
0.102453	0.261628	0.0549091
1.23186	1.91797	0.0527484
0.0921018	0.820097	0.0664505
