0.0546875	1.94531
0.125	1.94531
0.195312	1.94531
0.265625	1.94531
0.335938	1.94531
0.40625	1.94531
0.476562	1.94531
0.546875	1.94531
0.617188	1.94531
0.6875	1.94531
0.757812	1.94531
0.828125	1.94531
0.898438	1.94531
0.96875	1.94531
1.03906	1.94531
1.10938	1.94531
1.17969	1.94531
1.25	1.94531
1.32031	1.94531
1.39062	1.94531
1.46094	1.94531
1.53125	1.94531
1.60156	1.94531
1.67188	1.94531
1.74219	1.94531
1.8125	1.94531
1.88281	1.94531
1.95312	1.94531
0.046875	1.875
0.117188	1.875
0.1875	1.875
0.257812	1.875
0.328125	1.875
0.398438	1.875
0.46875	1.875
0.539062	1.875
0.609375	1.875
0.679688	1.875
0.75	1.875
0.820312	1.875
0.890625	1.875
0.960938	1.875
1.03125	1.875
1.10156	1.875
1.17188	1.875
1.24219	1.875
1.3125	1.875
1.38281	1.875
1.45312	1.875
1.52344	1.875
1.59375	1.875
1.66406	1.875
1.73438	1.875
1.80469	1.875
1.875	1.875
1.94531	1.875
0.0546875	1.80469
0.125	1.80469
0.195312	1.80469
0.265625	1.80469
0.335938	1.80469
0.40625	1.80469
0.476562	1.80469
0.546875	1.80469
0.617188	1.80469
0.6875	1.80469
0.757812	1.80469
0.828125	1.80469
0.898438	1.80469
0.96875	1.80469
1.03906	1.80469
1.10938	1.80469
1.17969	1.80469
1.25	1.80469
1.32031	1.80469
1.39062	1.80469
1.46094	1.80469
1.53125	1.80469
1.60156	1.80469
1.67188	1.80469
1.74219	1.80469
1.8125	1.80469
1.88281	1.80469
1.95312	1.80469
0.046875	1.73438
0.117188	1.73438
0.1875	1.73438
0.257812	1.73438
0.328125	1.73438
0.398438	1.73438
0.46875	1.73438
0.539062	1.73438
0.609375	1.73438
0.679688	1.73438
0.75	1.73438
0.820312	1.73438
0.890625	1.73438
0.960938	1.73438
1.03125	1.73438
1.10156	1.73438
1.17188	1.73438
1.24219	1.73438
1.3125	1.73438
1.38281	1.73438
1.45312	1.73438
1.52344	1.73438
1.59375	1.73438
1.66406	1.73438
1.73438	1.73438
1.80469	1.73438
1.875	1.73438
1.94531	1.73438
0.0546875	1.66406
0.125	1.66406
0.195312	1.66406
0.265625	1.66406
0.335938	1.66406
0.40625	1.66406
0.476562	1.66406
0.546875	1.66406
0.617188	1.66406
0.6875	1.66406
0.757812	1.66406
0.828125	1.66406
0.898438	1.66406
0.96875	1.66406
1.03906	1.66406
1.10938	1.66406
1.17969	1.66406
1.25	1.66406
1.32031	1.66406
1.39062	1.66406
1.46094	1.66406
1.53125	1.66406
1.60156	1.66406
1.67188	1.66406
1.74219	1.66406
1.8125	1.66406
1.88281	1.66406
1.95312	1.66406
